No,old_name,Solvent,CAS,dD,dP,dH,Tb,CHO
1194,Vinyl Ethyl Carbitol,Vinyl ethyl carbitol,10143-53-0,15.9,6,6.6,,True
1195,Vinyl Ethyl Sulfide,Vinyl ethyl sulfide,627-50-9,16.4,5.8,6.3,,False
1196,Vinyl Formate,Vinyl formate,692-45-5,15.3,6.5,9.7,,True
1197,Vinyl Iodide (Iodoethene),Vinyl iodide,593-66-8,18,5.5,7.3,,False
1198,Vinyl Isobutyl Ether,Vinyl isobutyl ether,109-53-5,15.1,4.1,5.1,,True
1199,Vinyl Isopropyl Ether,Vinyl isopropyl ether,926-65-8,14.7,3.5,5.2,,True
1200,Vinyl Propionate,Vinyl propionate,105-38-4,15.6,8,4.7,,True
1201,Vinyl Propyl Ether,Vinyl propyl ether,764-47-6,14.9,3.5,5.2,,True
1202,Vinyl Pyrrolidone,Vinylpyrrolidone,88-12-0,16.4,9.3,5.9,,False
1203,Vinyl S-Butyl Mercapto Ethyl Ether,Vinyl s-butyl mercaptoethyl ether,,16.5,5,5.8,,False
1204,Vinyl S-Ethyl Mercapto Ethyl Ether,Vinyl s-ethyl mercaptoethyl ether,,16.4,7,6,,False
1205,Vinyl Silane,Vinylsilane,7291-09-0,15.5,2.6,4,,False
1206,Vinyl Trifluoro Acetate,Vinyl trifluoroacetate,433-28-3,13.9,4.3,7.6,,False
1207,Vinyl Trimethyl Silane,Vinyltrimethylsilane,0754-05-02,14.5,1,2.5,,False
1208,Vinyl-2-Ethyl Hexanoate,Vinyl-2-ethylhexanoate,1994-04-02,15.6,2.7,5.8,,True
1209,Vinylenecarbonate,Vinylene carbonate,872-36-6,17.3,18.1,9.6,,True
1210,Water,Water,7732-18-5,15.5,16,42.3,,True
1211,Water 1% Soluble In - Ro=18.1,"Water (1% soluble, Ro=18.1)",7732-18-5,15.1,20.4,16.5,,True
1212,Water Complete Misc. (R=13.0),"Water (complete misc., R=13.0)",7732-18-5,18.1,17.1,16.9,,True
1213,Xylene,Xylene,106-42-3,17.8,1,3.1,,False
1214,ß-Propiolactone,β-Propiolactone,57-57-8,17,18.2,9,,True
1215,α-Chloro Acetophenone,α-Chloroacetophenone,532-27-4,20,9.6,5.7,,False
1216,α-Chloro Methyl Acrylate,α-Chloromethyl acrylate,80-63-7,15.9,7.3,8.5,,True
1217,γ-Butyrolactone (GBL),γ-Butyrolactone (GBL),96-48-0,18,16.6,7.4,,True
1218,γ-Thiobutyrolactone,γ-Thiobutyrolactone,1003-10-07,19,6.9,6.2,,False
